id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
4169,LFOB,medium_airport,Paris-Beauvais Airport,49.454399,2.11278,359,EU,FR,FR-HDF,Tillé,yes,LFOB,BVA,,https://www.aeroportparisbeauvais.com/,https://en.wikipedia.org/wiki/Paris_Beauvais_Till%C3%A9_Airport,Beauvais-Tillé
4176,LFOK,medium_airport,Châlons-Vatry Airport,48.77333,4.20611,587,EU,FR,FR-GES,Bussy-Lettrée,yes,LFOK,XCR,,https://www.parisvatry.com/,https://en.wikipedia.org/wiki/Ch%C3%A2lons_Vatry_Airport,"Paris-Châlons, Paris-Vatry, Paris-Vatry (Disney), Vatry Europort"
4179,LFOT,medium_airport,Tours-Val-de-Loire Airport,47.4322013855,0.727605998516,357,EU,FR,FR-CVL,Tours/Val de Loire (Loire Valley),yes,LFOT,TUF,,http://www.tours.aeroport.fr/index_en.php,https://en.wikipedia.org/wiki/Tours_Loire_Valley_Airport,
4185,LFPG,large_airport,Charles de Gaulle International Airport,49.012798,2.55,392,EU,FR,FR-IDF,Paris,yes,LFPG,CDG,,http://www.aeroportsdeparis.fr/,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport,"PAR, Aéroport Roissy-Charles de Gaulle, Roissy Airport"
4189,LFPO,large_airport,Paris-Orly Airport,48.72333,2.37944,291,EU,FR,FR-IDF,Paris,yes,LFPO,ORY,,https://www.parisaeroport.fr/orly,https://en.wikipedia.org/wiki/Orly_Airport,
4202,LFQQ,medium_airport,Lille Airport,50.563332,3.086886,157,EU,FR,FR-HDF,Lesquin,yes,LFQQ,LIL,,https://www.lille.aeroport.fr/home/,https://en.wikipedia.org/wiki/Lille_Airport,Aéroport de Lille. Lille-Lesquin Airport
4206,LFRB,medium_airport,Brest Bretagne Airport,48.447899,-4.41854,325,EU,FR,FR-BRE,Brest/Guipavas,yes,LFRB,BES,,https://www.brest.aeroport.bzh,https://en.wikipedia.org/wiki/Brest_Bretagne_Airport,
4208,LFRD,medium_airport,Dinard-Pleurtuit-Saint-Malo Airport,48.58769989013670,-2.0799601078033400,219,EU,FR,FR-BRE,Dinard/Pleurtuit/Saint-Malo,yes,LFRD,DNR,,,https://en.wikipedia.org/wiki/Dinard_-_Pleurtuit_-_Saint-Malo_Airport,
4211,LFRG,medium_airport,Deauville-Saint-Gatien Airport,49.365299,0.154306,479,EU,FR,FR-NOR,Deauville,yes,LFRG,DOL,,https://www.deauville.aeroport.fr/,https://en.wikipedia.org/wiki/Deauville_-_Saint-Gatien_Airport,
4212,LFRH,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,47.76060104370120,-3.440000057220460,160,EU,FR,FR-BRE,Lorient/Lann/Bihoué,yes,LFRH,LRT,,,https://en.wikipedia.org/wiki/Lorient_South_Brittany_Airport,
4215,LFRK,medium_airport,Caen-Carpiquet Airport,49.173302,-0.45,256,EU,FR,FR-NOR,Caen/Carpiquet,yes,LFRK,CFR,,https://www.caen.aeroport.fr/,https://en.wikipedia.org/wiki/Caen_-_Carpiquet_Airport,
4218,LFRN,medium_airport,Rennes-Saint-Jacques Airport,48.0695,-1.73479,124,EU,FR,FR-BRE,Rennes/Saint-Jacques,yes,LFRN,RNS,,http://www.rennes.aeroport.fr/,https://en.wikipedia.org/wiki/Rennes_-_Saint-Jacques_Airport,
4221,LFRS,medium_airport,Nantes Atlantique Airport,47.153198,-1.61073,90,EU,FR,FR-PDL,Nantes,yes,LFRS,NTE,,https://www.nantes.aeroport.fr/en,https://en.wikipedia.org/wiki/Nantes_Atlantique_Airport,
4224,LFRV,medium_airport,Vannes-Meucon Airport,47.723301,-2.71856,446,EU,FR,FR-BRE,Vannes/Meucon,yes,LFRV,VNE,,http://www.vannes.aeroport.fr/,https://en.wikipedia.org/wiki/Meucon_Airport,
4225,LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,47.31142,-2.152634,13,EU,FR,FR-PDL,Saint-Nazaire/Montoir,yes,LFRZ,SNR,,,https://en.wikipedia.org/wiki/Saint-Nazaire_Montoir_Airport,
4226,LFSB,large_airport,EuroAirport Basel-Mulhouse-Freiburg,47.60068,7.521117,885,EU,FR,FR-GES,Saint-Louis,yes,LFSB,BSL,,http://www.euroairport.com/,https://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg,"MLH, EAP, LSZM, Bâle, Basle"
4228,LFSD,medium_airport,Dijon-Bourgogne Airport,47.268902,5.09,726,EU,FR,FR-BFC,Ouges,yes,LFSD,DIJ,,http://www.aeroport.dijon.cci.fr/,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Dijon-Bourgogne,BA 102
29001,LFSL,medium_airport,Brive-Souillac,45.039722,1.485556,1016,EU,FR,FR-NAQ,Brive la Gaillarde,yes,LFSL,BVE,,http://www.aeroport-brive-vallee-dordogne.fr,https://fr.wikipedia.org/wiki/Aéroport_de_Brive-Souillac,LFSL
4238,LFST,medium_airport,Strasbourg Airport,48.538299560546900,7.628230094909670,505,EU,FR,FR-GES,Strasbourg,yes,LFST,SXB,,http://www.strasbourg.aeroport.fr/E/index.php,https://en.wikipedia.org/wiki/Strasbourg_Airport,BA 124
4241,LFTH,medium_airport,Toulon-Hyères Airport,43.0973014832,6.14602994919,7,EU,FR,FR-PAC,Toulon/Hyères/Le Palyvestre,yes,LFTH,TLN,,http://toulon-hyeres.aeroport.fr/,https://en.wikipedia.org/wiki/Toulon-Hy%C3%A8res_Airport,
4242,LFTW,medium_airport,Nîmes-Arles-Camargue Airport,43.75740051269530,4.4163498878479,309,EU,FR,FR-OCC,Nîmes/Garons,yes,LFTW,FNI,,,https://en.wikipedia.org/wiki/N%C3%AEmes-Arles-Camargue_Airport,
4243,LFTZ,small_airport,La Môle Airport,43.205399,6.482,59,EU,FR,FR-PAC,La Môle,yes,LFTZ,LTT,,https://www.sainttropez.aeroport.fr/en,https://en.wikipedia.org/wiki/La_M%C3%B4le_%E2%80%93_Saint-Tropez_Airport,
4250,LGAL,medium_airport,Alexandroupoli Democritus Airport,40.8559,25.956301,24,EU,GR,GR-A,Alexandroupolis,yes,LGAL,AXD,,,https://en.wikipedia.org/wiki/Alexandroupoli_Airport,
4251,LGAV,large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,308,EU,GR,GR-I,Spata-Artemida,yes,LGAV,ATH,,http://www.aia.gr,https://en.wikipedia.org/wiki/Athens_International_Airport,
4253,LGBL,medium_airport,Nea Anchialos National Airport,39.219601,22.7943,83,EU,GR,GR-E,Nea Anchialos,yes,LGBL,VOL,,,https://en.wikipedia.org/wiki/Nea_Anchialos_National_Airport,"Volos Central Greece Airport, Volos Nea Anchialos Airport of Central Greece"
4255,LGHI,medium_airport,Chios Island National Airport,38.34320068359380,26.140600204467800,15,EU,GR,GR-K,Chios Island,yes,LGHI,JKH,,http://www.hcaa-eleng.gr/chios.htm,https://en.wikipedia.org/wiki/Chios_Island_National_Airport,
4256,LGIK,small_airport,Ikaria Airport,37.6827011108,26.3470993042,79,EU,GR,GR-K,Ikaria Island,yes,LGIK,JIK,,,https://en.wikipedia.org/wiki/Ikaria_Island_National_Airport,
4257,LGIO,medium_airport,Ioannina King Pyrrhus National Airport,39.6964,20.8225,1558,EU,GR,GR-D,Ioannina,yes,LGIO,IOA,,,https://en.wikipedia.org/wiki/Ioannina_National_Airport,
4258,LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,115,EU,GR,GR-M,Heraklion,yes,LGIR,HER,,,https://en.wikipedia.org/wiki/Heraklion_International_Airport%2C_%22Nikos_Kazantzakis%22,Crete Island
4259,LGKA,small_airport,Kastoria National Airport Aristotle,40.446301,21.2822,2167,EU,GR,GR-C,Argos Orestiko,yes,LGKA,KSO,,,https://en.wikipedia.org/wiki/Kastoria_National_Airport,Aristotelis Airport
4260,LGKC,small_airport,Kithira Airport,36.2742996216,23.0170001984,1045,EU,GR,GR-I,Kithira Island,yes,LGKC,KIT,,,https://en.wikipedia.org/wiki/Kithira_Island_National_Airport,
4261,LGKF,medium_airport,Kefallinia Airport,38.12009811401370,20.500499725341800,59,EU,GR,GR-F,Kefallinia Island,yes,LGKF,EFL,,,https://en.wikipedia.org/wiki/Kefalonia_Island_International_Airport,
4262,LGKL,medium_airport,Kalamata Airport,37.06829833984380,22.02549934387210,26,EU,GR,GR-J,Kalamata,yes,LGKL,KLX,,,https://en.wikipedia.org/wiki/Kalamata_International_Airport,
4264,LGKO,medium_airport,Kos Airport,36.79330062866210,27.091699600219700,412,EU,GR,GR-L,Kos Island,yes,LGKO,KGS,,,https://en.wikipedia.org/wiki/Kos_Island_International_Airport,
4265,LGKP,medium_airport,Karpathos Airport,35.421398,27.146,66,EU,GR,GR-L,Karpathos Island,yes,LGKP,AOK,,,https://en.wikipedia.org/wiki/Karpathos_Island_National_Airport,
4266,LGKR,medium_airport,Corfu Ioannis Kapodistrias International Airport,39.601898,19.911699,6,EU,GR,GR-F,Kerkyra (Corfu),yes,LGKR,CFU,,,https://en.wikipedia.org/wiki/Corfu_International_Airport%2C_%26quot%3BIoannis_Kapodistrias%26quot%3B,Corfu
4267,LGKS,small_airport,Kasos Airport,35.4213981628,26.909999847400000,35,EU,GR,GR-L,Kasos Island,yes,LGKS,KSJ,,,https://en.wikipedia.org/wiki/Kassos_Island_Public_Airport,
4268,LGKV,medium_airport,Kavala Alexander the Great International Airport,40.9133,24.6192,18,EU,GR,GR-A,Kavala,yes,LGKV,KVA,,,https://en.wikipedia.org/wiki/Kavala_International_Airport,Megas Alexandros
30004,LGKY,small_airport,Kalymnos Airport,36.9632987976,26.9405994415,771,EU,GR,GR-L,Kalymnos Island,yes,LGKY,JKL,,,https://en.wikipedia.org/wiki/Kalymnos_Island_National_Airport,"Kalimnos, Κάλυμνος"
4269,LGKZ,medium_airport,Kozani National Airport Filippos,40.286098,21.840799,2059,EU,GR,GR-C,Kozani,yes,LGKZ,KZI,,,https://en.wikipedia.org/wiki/Kozani_National_Airport,
4270,LGLE,small_airport,Leros Airport,37.184898,26.800301,39,EU,GR,GR-L,Leros Island,yes,LGLE,LRS,,,https://en.wikipedia.org/wiki/Leros_Municipal_Airport,
4271,LGLM,small_airport,Limnos Airport,39.917098999,25.236299514800000,14,EU,GR,GR-K,Limnos Island,yes,LGLM,LXS,,,https://en.wikipedia.org/wiki/Lemnos_International_Airport,
4274,LGMK,medium_airport,Mykonos Island National Airport,37.435101,25.348101,405,EU,GR,GR-L,Mykonos,yes,LGMK,JMK,,,https://en.wikipedia.org/wiki/Mykonos_Island_National_Airport,
30139,LGML,small_airport,Milos Airport,36.696899,24.4769,10,EU,GR,GR-L,Milos Island,yes,LGML,MLO,,,https://en.wikipedia.org/wiki/Milos_Island_National_Airport,
4275,LGMT,medium_airport,Mytilene International Airport,39.057272,26.598887,60,EU,GR,GR-K,Mytilene,yes,LGMT,MJT,,,https://en.wikipedia.org/wiki/Mytilene_International_Airport,
30182,LGNX,small_airport,Naxos Island National Airport,37.0811,25.368099,10,EU,GR,GR-L,Naxos,yes,LGNX,JNX,,,https://en.wikipedia.org/wiki/Naxos_Island_National_Airport,Apollon
30243,LGPA,small_airport,Paros National Airport,37.020495,25.113195,131,EU,GR,GR-L,Paros,yes,LGPA,PAS,,,https://en.wikipedia.org/wiki/New_Paros_Airport,New Paros Airport
4276,LGPL,small_airport,Astypalaia Airport,36.5798988342,26.3757991791,165,EU,GR,GR-L,Astypalaia Island,yes,LGPL,JTY,,,https://en.wikipedia.org/wiki/Astypalaia_Island_National_Airport,
4277,LGPZ,medium_airport,Aktion National Airport,38.925499,20.765301,11,EU,GR,GR-D,Aktio-Vonitsa,yes,LGPZ,PVK,,,https://en.wikipedia.org/wiki/Aktion_National_Airport,"Preveza, Lefkada, Πρέβεζα, Λευκάδα"
4279,LGRP,medium_airport,Diagoras Airport,36.405399,28.086201,17,EU,GR,GR-L,Rhodes,yes,LGRP,RHO,,,https://en.wikipedia.org/wiki/Rhodes_International_Airport%2C_%26quot%3BDiagoras%26quot%3B,
4280,LGRX,medium_airport,Patras Araxos Agamemnon Airport,38.1511,21.4256,46,EU,GR,GR-G,Patras,yes,LGRX,GPA,,http://www.araxos-airport.gr/,https://en.wikipedia.org/wiki/Araxos_Airport,
4281,LGSA,medium_airport,Chania International Airport,35.5317,24.1497,490,EU,GR,GR-M,Souda,yes,LGSA,CHQ,,,https://en.wikipedia.org/wiki/Chania_International_Airport,
4282,LGSK,medium_airport,Skiathos Island National Airport,39.177101,23.5037,54,EU,GR,GR-E,Skiathos,yes,LGSK,JSI,,,https://en.wikipedia.org/wiki/Skiathos_Island_National_Airport,Alexandros Papadiamantis Airport
4283,LGSM,medium_airport,Samos Airport,37.689999,26.911699,19,EU,GR,GR-K,Samos Island,yes,LGSM,SMI,,,https://en.wikipedia.org/wiki/Samos_International_Airport,
4284,LGSO,small_airport,Syros Airport,37.4227981567,24.950899124100000,236,EU,GR,GR-L,Syros Island,yes,LGSO,JSY,,,https://en.wikipedia.org/wiki/Syros_Island_National_Airport,
4286,LGSR,medium_airport,Santorini Airport,36.399200439453100,25.479299545288100,127,EU,GR,GR-L,Santorini Island,yes,LGSR,JTR,,,https://en.wikipedia.org/wiki/Santorini_(Thira)_National_Airport,
4287,LGST,medium_airport,Sitia Airport,35.21609878540040,26.101299285888700,376,EU,GR,GR-M,Crete Island,yes,LGST,JSH,,,https://en.wikipedia.org/wiki/Sitia_Public_Airport,
4289,LGSY,small_airport,Skiros Airport,38.9676017761,24.4871997833,44,EU,GR,GR-H,Skiros Island,yes,LGSY,SKU,,,https://en.wikipedia.org/wiki/Skyros_Island_National_Airport,
4293,LGTS,large_airport,Thessaloniki Macedonia International Airport,40.51928,22.970009,22,EU,GR,GR-B,Thessaloniki,yes,LGTS,SKG,,,https://en.wikipedia.org/wiki/Thessaloniki_International_Airport%2C_%22Macedonia%22,Makedonia. Macedonia. Salonica
4295,LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,12,EU,GR,GR-F,Zakynthos,yes,LGZA,ZTH,,https://www.zth-airport.gr,https://en.wikipedia.org/wiki/Zakynthos_International_Airport,Zakinthos
4296,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.43018,19.262393,495,EU,HU,HU-BU,Budapest,yes,LHBP,BUD,,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,"Ferihegyi nemzetközi repülőtér, Budapest Liszt Ferenc international Airport"
4297,LHDC,medium_airport,Debrecen International Airport,47.488899,21.615299,359,EU,HU,HU-HB,Debrecen,yes,LHDC,DEB,,http://www.airportdebrecen.hu/,https://en.wikipedia.org/wiki/Debrecen_International_Airport,Debreceni nemzetközi repülőtér
4305,LHSM,medium_airport,Hévíz–Balaton Airport,46.686391,17.159084,408,EU,HU,HU-ZA,Sármellék,yes,LHSM,SOB,,http://www.flybalaton.com/?null&lang=en,https://en.wikipedia.org/wiki/S%C3%A1rmell%C3%A9k_International_Airport,"Sármellék International, FlyBatalon Airport, Batalon Airport, Sármellék Nemzetközi Repülőtér"
4309,LIBC,medium_airport,Crotone Airport,38.9972,17.0802,522,EU,IT,IT-78,Crotone,yes,LIBC,CRV,KR01,http://www.aeroporto.kr.it/cartaservizi_eng.asp,https://en.wikipedia.org/wiki/Crotone_Airport,Sant'Anna Airport
4310,LIBD,large_airport,Bari Karol Wojtyła Airport,41.138901,16.760599,193,EU,IT,IT-75,Bari,yes,LIBD,BRI,BA02,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,https://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,"Bari ""Karol Wojtyla"" International Airport, Palese Macchie Airport, Palese Airport"
4311,LIBF,medium_airport,"Foggia ""Gino Lisa"" Airport",41.432899,15.535,265,EU,IT,IT-75,Foggia,yes,LIBF,FOG,FG05,,https://en.wikipedia.org/wiki/Foggia_%22Gino_Lisa%22_Airport,Foggia Airport
4314,LIBP,medium_airport,Abruzzo Airport,42.431702,14.1811,48,EU,IT,IT-65,Pescara,yes,LIBP,PSR,PE01,http://www.abruzzo-airport.it/eng/index.php,https://en.wikipedia.org/wiki/Abruzzo_Airport,"Pescara, Abruzzo Pasquale Liberi International"
4315,LIBR,large_airport,Brindisi Airport,40.6576,17.947001,47,EU,IT,IT-75,Brindisi,yes,LIBR,BDS,BR03,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=29,https://en.wikipedia.org/wiki/Brindisi_Airport,"Brindisi Papola Casale Airport, Brindisi Salento Airport, Brindisi Casale Antonio Papolo Airport, Salento Airport"
4317,LICA,medium_airport,Lamezia Terme Airport,38.905399,16.2423,39,EU,IT,IT-78,Lamezia Terme (CZ),yes,LICA,SUF,CZ02,,https://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport,
298716,LICB,medium_airport,Comiso Airport,36.99583,14.60889,756,EU,IT,IT-82,Comiso,yes,LICB,CIY,RG06,http://www.aeroportodicomiso.it/,https://en.wikipedia.org/wiki/Comiso_Airport,"Vincenzo Magliocco Airport, Aeroporto di Comiso"
4318,LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39,EU,IT,IT-82,Catania,yes,LICC,CTA,CT03,http://www.aeroporto.catania.it/,https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,"Lanza Di Trabie, Catania-Fontanarossa Vincenzo Bellini"
4319,LICD,medium_airport,Lampedusa Airport,35.497898,12.6181,70,EU,IT,IT-82,Lampedusa,yes,LICD,LMP,AG01,,https://en.wikipedia.org/wiki/Lampedusa_Airport,
4320,LICG,medium_airport,Pantelleria Airport,36.816502,11.9689,628,EU,IT,IT-82,Pantelleria (TP),yes,LICG,PNL,TP02,,https://en.wikipedia.org/wiki/Pantelleria_Airport,I D'Amico
4321,LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,65,EU,IT,IT-82,Palermo,yes,LICJ,PMO,PA03,http://www.gesap.it/index.php,https://en.wikipedia.org/wiki/Falcone%E2%80%93Borsellino_Airport,"Palermo Airport, Punta Raisi Airport"
4323,LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,96,EU,IT,IT-78,Reggio Calabria,yes,LICR,REG,RC01,,https://en.wikipedia.org/wiki/Reggio_Calabria_Airport,Tito Minniti
4324,LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,EU,IT,IT-82,Trapani (TP),yes,LICT,TPS,TP01,,https://en.wikipedia.org/wiki/Vincenzo_Florio_Airport_Trapani%E2%80%93Birgi,"Vincenzo Florio Airport, Trapani Airport, Aeroporto Vincenzo Florio di Trapani-Birgi"
4330,LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87,EU,IT,IT-88,Alghero,yes,LIEA,AHO,SS02,http://www.aeroportodialghero.it/home_en.asp,https://en.wikipedia.org/wiki/Alghero-Fertilia_Airport,"Alghero Airport, Sardinia, Alghero - Riviera del Corallo Airport"
4332,LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13,EU,IT,IT-88,Cagliari,yes,LIEE,CAG,CA07,http://www.cagliariairport.it/en/,https://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,"Cagliari Airport,Elmas"
4333,LIEO,medium_airport,Olbia Costa Smeralda Airport,40.898701,9.51763,37,EU,IT,IT-88,Olbia (SS),yes,LIEO,OLB,SS03,,https://en.wikipedia.org/wiki/Olbia_Costa_Smeralda_Airport,
4340,LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,768,EU,IT,IT-25,Ferno (VA),yes,LIMC,MXP,MI12,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,https://en.wikipedia.org/wiki/Malpensa_Airport,MIL
4341,LIME,large_airport,Milan Bergamo Airport / Antonio Locatelli Air Base,45.670725,9.709223,782,EU,IT,IT-25,Orio al Serio (BG),yes,LIME,BGY,BG01,http://www.sacbo.it/,https://en.wikipedia.org/wiki/Orio_al_Serio_International_Airport,"Bergamo Orio al Serio Airport, Il Caravaggio International Airport"
4342,LIMF,large_airport,Turin Airport,45.200802,7.64963,989,EU,IT,IT-21,Caselle Torinese (TO),yes,LIMF,TRN,TO11,http://www.aeroportoditorino.it/,https://en.wikipedia.org/wiki/Turin_International_Airport,"Torino-Caselle Airport, Sandro Pertini Airport, Turin-Caselle Airport"
4344,LIMJ,medium_airport,Genoa Cristoforo Colombo Airport,44.412039,8.840732,13,EU,IT,IT-42,Genova (GE),yes,LIMJ,GOA,GE01,http://www.aeroportodigenova.com/en/home/index.php,https://en.wikipedia.org/wiki/Genoa_Cristoforo_Colombo_Airport,"Genova Sestri, Sestri Cristoforo Colombo Airport, Cristoforo Colombo Airport"
4345,LIML,medium_airport,Milano Linate Airport,45.445099,9.27674,353,EU,IT,IT-25,Segrate (MI),yes,LIML,LIN,MI11,http://www.sea-aeroportimilano.it/en/,https://en.wikipedia.org/wiki/Linate_Airport,E Forlanini
4347,LIMP,medium_airport,Parma Airport,44.826351,10.29705,161,EU,IT,IT-45,Parma (PR),yes,LIMP,PMF,PR03,,https://en.wikipedia.org/wiki/Parma_Airport,
4350,LIMZ,medium_airport,Cuneo International Airport,44.547001,7.62322,1267,EU,IT,IT-21,Levaldigi (CN),yes,LIMZ,CUF,CN03,http://www.aeroporto.cuneo.it/,https://en.wikipedia.org/wiki/Cuneo_International_Airport,"Cuneo Levaldigi Airport, Turin Cuneo Airport"
4352,LIPB,medium_airport,Bolzano Airport,46.460201,11.3264,789,EU,IT,IT-32,Bolzano (BZ),yes,LIPB,BZO,BZ01,http://www.abd-airport.it/en/home.htm,https://en.wikipedia.org/wiki/Bolzano_Airport,G Sabelli
4354,LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123,EU,IT,IT-45,Bologna,yes,LIPE,BLQ,BO08,http://www.bologna-airport.it/?LN=UK,https://en.wikipedia.org/wiki/Bologna_Airport,"Guglielmo Marconi Airport, Borgo Panigale Airport"
4355,LIPH,medium_airport,Treviso Antonio Canova Airport,45.648399,12.1944,59,EU,IT,IT-34,Treviso (TV),yes,LIPH,TSF,TV01,http://www.trevisoairport.it/tsf/index.jsp?_requestid=677517&language=en,https://en.wikipedia.org/wiki/Treviso_Airport,"Venice-Treviso, Treviso-Sant'Angelo"
4357,LIPK,medium_airport,Forlì Airport,44.194801,12.0701,97,EU,IT,IT-45,Forlì (FC),yes,LIPK,FRL,FC03,,https://en.wikipedia.org/wiki/Forl%C3%AC_Airport,"L Ridolfi, Ronco di Forlì"
4360,LIPO,medium_airport,Brescia Gabriele d'Annunzio Airport,45.428902,10.3306,355,EU,IT,IT-25,Montichiari (BS),yes,LIPO,VBS,BS04,http://www.aeroportobrescia.it/en/business_t6/,https://en.wikipedia.org/wiki/Brescia_Airport,Brescia-Montichiari
4361,LIPQ,medium_airport,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,39,EU,IT,IT-36,Ronchi dei Legionari (GO),yes,LIPQ,TRS,GO02,http://www.aeroporto.fvg.it/,https://en.wikipedia.org/wiki/Trieste_%E2%80%93_Friuli_Venezia_Giulia_Airport,"Ronchi Dei Legionari Airport, Trieste-Ronchi dei Legionari Airport"
4362,LIPR,medium_airport,Federico Fellini International Airport,44.020302,12.6117,40,EU,IT,IT-45,Rimini,yes,LIPR,RMI,RN01,http://www.riminiairport.com/english/,https://en.wikipedia.org/wiki/Federico_Fellini_International_Airport,"Rimini Miramare Airport, Rimini San Marino International Airport"
4366,LIPX,large_airport,Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,239,EU,IT,IT-34,Caselle (VR),yes,LIPX,VRN,VR10,http://www.aeroportoverona.it/,https://en.wikipedia.org/wiki/Verona_Airport,"Valerio Catullo, Villafranca International Airport, Valerio Catullo Airport, Villafranca Airport"
4367,LIPY,medium_airport,Marche Airport,43.616299,13.3623,49,EU,IT,IT-57,Ancona,yes,LIPY,AOI,AN01,http://www.aeroportomarche.com/index.php?lang=english,https://en.wikipedia.org/wiki/Marche_Airport,"Ancona Falconara Airport, Falconara, Raffaello Sanzio Airport"
4368,LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,7,EU,IT,IT-34,Venezia (VE),yes,LIPZ,VCE,VE05,http://www.veniceairport.com/core/index.jsp?_requestid=37300&language=en,https://en.wikipedia.org/wiki/Venice_Marco_Polo_Airport,"Venezia-Tessera, Venice-Tessera"
4370,LIRA,medium_airport,Ciampino–G. B. Pastine International Airport,41.7994,12.5949,427,EU,IT,IT-62,Rome,yes,LIRA,CIA,RM12,,https://en.wikipedia.org/wiki/Ciampino%E2%80%93G._B._Pastine_International_Airport,"ROM, Giovan Battista Pastine Airport"
4372,LIRF,large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,13,EU,IT,IT-62,Rome,yes,LIRF,FCO,RM11,http://www.adr.it/portal/portal/adr/Fiumicino/Leonardo_da_vinci/Header_Window?action=2,https://en.wikipedia.org/wiki/Leonardo_da_Vinci%E2%80%93Fiumicino_Airport,"ROM, Rome Fiumicino Airport, Fiumicino Airport"
4375,LIRJ,medium_airport,Marina Di Campo Airport,42.7603,10.2394,31,EU,IT,IT-52,Marina  Di Campo,yes,LIRJ,EBA,LI04,,https://en.wikipedia.org/wiki/Marina_di_Campo_Airport,
4378,LIRN,large_airport,Naples International Airport,40.886002,14.2908,294,EU,IT,IT-72,Napoli,yes,LIRN,NAP,NA01,http://www.portal.gesac.it/,https://en.wikipedia.org/wiki/Naples_International_Airport,"Capodichino Airport, Aeroporto Internazionale di Napoli-Capodichino Ugo Niutta, Ariopuorto 'nternazziunale 'e Napule-Capodichino Ugo Niutta"
4379,LIRP,large_airport,Pisa International Airport,43.683899,10.3927,6,EU,IT,IT-52,Pisa,yes,LIRP,PSA,PI05,http://www.pisa-airport.com/,https://en.wikipedia.org/wiki/Pisa_International_Airport,"Galileo Galilei Airport, San Giusto Airport"
4380,LIRQ,medium_airport,Peretola Airport,43.810001,11.2051,142,EU,IT,IT-52,Firenze,yes,LIRQ,FLR,FI04,http://www.aeroporto.firenze.it/,"https://en.wikipedia.org/wiki/Florence_Airport,_Peretola","Florence, Firenze, Amerigo Vespucci Airport"
4384,LIRZ,medium_airport,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,697,EU,IT,IT-55,Perugia,yes,LIRZ,PEG,PG10,http://www.airport.umbria.it/,https://en.wikipedia.org/wiki/San_Egidio_Airport,"Perugia San Francesco d'Assisi, Perugia Sant'Egidio Airport, Umbria International Airport"
4386,LJLJ,large_airport,Ljubljana Jože Pučnik Airport,46.223701,14.4576,1273,EU,SI,SI-012,Zgornji Brnik,yes,LJLJ,LJU,,http://www.lju-airport.si/,https://en.wikipedia.org/wiki/Ljubljana_Jo%C5%BEe_Pu%C4%8Dnik_Airport,"Ljubljana, Kranj"
4399,LKKV,medium_airport,Karlovy Vary Airport,50.202999,12.915,1989,EU,CZ,CZ-KA,Karlovy Vary,yes,LKKV,KLV,,http://www.airport-k-vary.cz/indexEN.php,https://en.wikipedia.org/wiki/Karlovy_Vary_Airport,Karlovy Vary International
4402,LKMT,medium_airport,Ostrava Leos Janáček Airport,49.696301,18.111099,844,EU,CZ,CZ-MO,Mošnov,yes,LKMT,OSR,,http://www.airport-ostrava.cz/en/,https://en.wikipedia.org/wiki/Ostrava_Leos_Janacek_Airport,Ostrava-Mošnov International Airport
4405,LKPD,medium_airport,Pardubice Airport,50.01340103149410,15.73859977722170,741,EU,CZ,CZ-PA,Pardubice,yes,LKPD,PED,,http://www.airport-pardubice.cz/?lang=en,https://en.wikipedia.org/wiki/Pardubice_Airport,Letiště Pardubice
